action_family,n,probe_A_shared_mean,train_A_per_agent_mean,train_A_normalized_mean
TACKLE,6,0.06407663909097512,0.10613468723992507,0.38822688659032184
PASS,2,-0.019765282049775124,-0.019765282049775124,-0.23371043056249619
SHOT,1,0.210078626871109,0.210078626871109,0.901702880859375
MOVE,2290,0.02215090470899946,0.021774419039837595,-0.02850713598517514
IDLE,502,0.04832718803397049,0.04927240692234906,0.10733106148251113
OTHER,22,0.10087339309128848,0.10702285915084014,0.3926143774932081
