seed,arm,episodes_attempted,valid_t0_count,valid_force_count,force_success_count,force_success_rate,policy_pass_count,policy_shot_count,policy_tackle_count,goal_count,possession_t1,possession_t5,possession_t20,mean_force_reward,mean_post_force_reward,mean_delta_ball_x,timesteps,checkpoint_sha256
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
123,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,629a928805cec6169a84d931f25c1f997912006fa9ccd33ef56efcfc56966896
42,ONBALL-pi,1,1,1,0,0.0,0,0,5,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,2,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,3,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,2,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,2,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,2,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
42,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,ca8bef84972a47757a61b006d7da10d935f4abe71feed0656151593848eeeaf2
7,ONBALL-pi,1,1,1,0,0.0,0,0,14,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,4,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,14,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,14,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,6,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,2,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,4,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,4,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
7,ONBALL-pi,1,1,1,0,0.0,0,0,4,0,,,,0.0,,,50176,38b32f4cbd902ba7659d2e36bcf4d7582ed84613ad409e9843dadfd6d23fbad6
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
999,ONBALL-pi,1,1,1,0,0.0,0,0,0,0,,,,0.0,,,50176,a1c5eacf57438573abb1fa5d3bc08e2dcb1727b39fb3ff969d4f7ed15c597365
