seed,n_decisions,team_wide_n_ps_selected,team_wide_canonical_rate_pct,total_controlled_agent_onball_frames,agent_level_onball_ps_selections,onball_conditional_ps_rate,team_wide_rate_from_raw_decisions,canonical_rebuilt_csv_rate,delta,match
42,7650,57,0.7450980392156863,62,57,0.9193548387096774,0.7450980392156863,0.75,-0.004901960784313708,1
123,7650,128,1.6732026143790852,145,128,0.8827586206896552,1.6732026143790852,1.67,0.003202614379085311,1
7,7650,66,0.8627450980392156,67,66,0.9850746268656716,0.8627450980392156,0.86,0.002745098039215632,1
999,7650,79,1.0326797385620916,91,79,0.8681318681318682,1.0326797385620916,1.03,0.0026797385620915826,1
