seed,n_decisions,team_wide_n_ps_selected,team_wide_canonical_rate_pct,total_controlled_agent_onball_frames,agent_level_onball_ps_selections,onball_conditional_ps_rate,team_wide_rate_from_raw_decisions,canonical_rebuilt_csv_rate,delta,match
42,7650,8,0.7450980392156863,13,8,0.6153846153846154,0.7450980392156863,0.75,-0.004901960784313708,1
123,7650,79,1.6732026143790852,96,79,0.8229166666666666,1.6732026143790852,1.67,0.003202614379085311,1
7,7650,17,0.8627450980392156,18,17,0.9444444444444444,0.8627450980392156,0.86,0.002745098039215632,1
999,7650,30,1.0326797385620916,42,30,0.7142857142857143,1.0326797385620916,1.03,0.0026797385620915826,1
