run_id,episode_id,seed,tick,action_source,action_selected,forced_action,pre_ball_pos_x,pre_ball_pos_y,pre_ball_pos_z,pre_ball_vel_x,pre_ball_vel_y,pre_ball_vel_z,pre_owner_id,pre_teammate_1_x,pre_teammate_1_y,pre_teammate_2_x,pre_teammate_2_y,pre_pass_direction_x,pre_pass_direction_y,post_event_code,post_event_name,post_ball_pos_x,post_ball_pos_y,post_ball_pos_z,post_ball_vel_x,post_ball_vel_y,post_ball_vel_z,post_owner_id,post_last_kicked_by,post_teammate_1_x,post_teammate_1_y,post_teammate_1_vel_x,post_teammate_1_vel_y,post_teammate_2_x,post_teammate_2_y,post_teammate_2_vel_x,post_teammate_2_vel_y,mask_sum,pass_legal,shot_legal,has_ball,reward,terminated,truncated
pass_diag_2026-09-18,0,42,0,forced,14,11,0.2101103812456131,-0.005170944146811962,0.0,0.0,0.0,0.0,left_1,0.417481392621994,-0.21734075248241425,0.4273228049278259,0.2324744611978531,1.0,0.0,5,pass,0.2541353702545166,-0.005170944146811962,0.0,127.45237731933594,0.0,0.0,left_1,,0.417481392621994,-0.21734075248241425,0.0,0.0,0.4273228049278259,0.2324744611978531,0.0,0.0,18,1,1,True,0.035,False,False
pass_diag_2026-09-18,0,42,1,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.04549340531229973,0.0,0.0,10.190400123596191,0.0,left_1,,0.417481392621994,-0.21382074058055878,0.0,0.211200008392334,0.4273228049278259,0.23599445819854736,0.0,0.211200008392334,18,1,1,True,0.016184,False,False
pass_diag_2026-09-18,0,42,2,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.05165340378880501,0.0,0.0,17.833200454711914,0.0,left_1,,0.417481392621994,-0.2076607495546341,0.0,0.36959999084472656,0.4273228049278259,0.24215446412563324,0.0,0.36959999084472656,18,1,1,True,0.022125,False,False
pass_diag_2026-09-18,0,42,3,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.05979340523481369,0.0,0.0,23.56529998779297,0.0,left_1,,0.417481392621994,-0.1995207518339157,0.0,0.4884000015258789,0.4273228049278259,0.2502944767475128,0.0,0.4884000015258789,18,1,1,True,0.019704,False,False
pass_diag_2026-09-18,0,42,4,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.06941840052604675,0.0,0.0,27.8643741607666,0.0,left_1,,0.417481392621994,-0.18989574909210205,0.0,0.5775,0.4273228049278259,0.2599194645881653,0.0,0.5775,18,1,1,True,0.018011,False,False
pass_diag_2026-09-18,0,42,5,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.08015715330839157,0.0,0.0,31.088682174682617,0.0,left_1,,0.417481392621994,-0.17915698885917664,0.0,0.6443250274658203,0.4273228049278259,0.2706582248210907,0.0,0.6443250274658203,18,1,1,True,0.034477,False,False
pass_diag_2026-09-18,0,42,6,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.09173121303319931,0.0,0.0,33.50691223144531,0.0,left_1,,0.417481392621994,-0.1675829291343689,0.0,0.6944437408447266,0.4273228049278259,0.28223228454589844,0.0,0.6944437408447266,18,1,1,True,0.025567,False,False
pass_diag_2026-09-18,0,42,7,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.10393176227807999,0.0,0.0,35.32058334350586,0.0,left_1,,0.417481392621994,-0.15538237988948822,0.0,0.7320327758789062,0.4273228049278259,0.2944328188896179,0.0,0.7320327758789062,18,1,1,True,0.021546,False,False
pass_diag_2026-09-18,0,42,8,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.11660217493772507,0.0,0.0,36.68083572387695,0.0,left_1,,0.417481392621994,-0.14271198213100433,0.0,0.760224609375,0.4273228049278259,0.3071032464504242,0.0,0.760224609375,18,1,1,True,0.019096,False,False
pass_diag_2026-09-18,0,42,9,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.12962497770786285,0.0,0.0,37.701026916503906,0.0,left_1,,0.417481392621994,-0.12968917191028595,0.0,0.7813684844970703,0.4273228049278259,0.3201260566711426,0.0,0.7813684844970703,18,1,1,True,0.017382,False,False
pass_diag_2026-09-18,0,42,10,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.1429120898246765,0.0,0.0,38.46617126464844,0.0,left_1,,0.417481392621994,-0.11640205979347229,0.0,0.7972263336181641,0.4273228049278259,0.33341315388679504,0.0,0.7972263336181641,18,1,1,True,0.016082,False,False
pass_diag_2026-09-18,0,42,11,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.15639741718769073,0.0,0.0,39.0400276184082,0.0,left_1,,0.417481392621994,-0.10291673243045807,0.0,0.8091197204589844,0.4273228049278259,0.34689846634864807,0.0,0.8091197204589844,18,1,1,True,0.015044,False,False
pass_diag_2026-09-18,0,42,12,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.17003141343593597,0.0,0.0,39.470420837402344,0.0,left_1,,0.417481392621994,-0.08928273618221283,0.0,0.8180398559570312,0.4273228049278259,0.3605324625968933,0.0,0.8180398559570312,18,1,1,True,0.014184,False,False
pass_diag_2026-09-18,0,42,13,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.18377691507339478,0.0,0.0,39.793216705322266,0.0,left_1,,0.417481392621994,-0.07553724199533463,0.0,0.8247298431396485,0.4273228049278259,0.3742779791355133,0.0,0.8247298431396485,18,1,1,True,0.033451,False,False
pass_diag_2026-09-18,0,42,14,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.19760602712631226,0.0,0.0,40.03531265258789,0.0,left_1,,0.417481392621994,-0.06170811504125595,0.0,0.8297473907470703,0.4273228049278259,0.3881070911884308,0.0,0.8297473907470703,18,1,1,True,0.02454,False,False
pass_diag_2026-09-18,0,42,15,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.21149787306785583,0.0,0.0,40.21688461303711,0.0,left_1,,0.417481392621994,-0.04781627282500267,0.0,0.8335105133056641,0.4273228049278259,0.40199893712997437,0.0,0.8335105133056641,18,1,1,True,0.000526,False,False
pass_diag_2026-09-18,0,42,16,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.2254367619752884,0.0,0.0,40.35306167602539,0.0,left_1,,0.417481392621994,-0.03387739136815071,0.0,0.8363329315185547,0.4273228049278259,0.4159378111362457,0.0,0.8363329315185547,18,1,1,True,-0.001914,False,False
pass_diag_2026-09-18,0,42,17,policy,7,,,,,,,,,,,,,,,0,,0.23524658381938934,0.23941092193126678,0.0,0.0,40.455196380615234,0.0,left_1,,0.417481392621994,-0.01990322954952717,0.0,0.83844970703125,0.4273228049278259,0.4299119710922241,0.0,0.83844970703125,18,1,1,True,-0.003615,False,False
pass_diag_2026-09-18,0,42,18,policy,1,,,,,,,,,,,,,,,0,,0.2067265808582306,0.2248915433883667,0.0,-10.190400123596191,30.341398239135742,0.0,left_1,,0.41396138072013855,-0.009422608651220798,-0.211200008392334,0.6288372802734375,0.42380279302597046,0.4403926134109497,-0.211200008392334,0.6288372802734375,18,1,1,True,-0.014344,False,False
pass_diag_2026-09-18,0,42,19,policy,8,,,,,,,,,,,,,,,0,,0.20891989767551422,0.25291869044303894,0.0,-14.848501205444336,29.961750030517578,0.0,left_1,,0.4088323712348938,0.0009268727735616267,-0.30774095535278323,0.620968894958496,0.4186737835407257,0.45074209570884705,-0.30774095535278323,0.620968894958496,18,1,1,True,-0.006657,False,False
pass_diag_2026-09-18,0,42,20,policy,8,,,,,,,,,,,,,,,0,,0.20258411765098572,0.2631698250770569,0.0,-18.342077255249023,29.677013397216797,0.0,left_1,,0.4024966061115265,0.011177999898791313,-0.3801466751098633,0.6150676345825196,0.4123380184173584,0.4609932005405426,-0.3801466751098633,0.6150676345825196,18,1,1,True,-0.00899,False,False
pass_diag_2026-09-18,0,42,21,policy,8,,,,,,,,,,,,,,,0,,0.1953432708978653,0.2733471691608429,0.0,-20.96225929260254,29.46346092224121,0.0,left_1,,0.3952557444572449,0.021355360746383667,-0.4344509506225586,0.6106416702270507,0.4050971567630768,0.4699999988079071,-0.4344509506225586,0.6106416702270507,18,1,1,True,0.009951,False,False
pass_diag_2026-09-18,0,42,22,policy,8,,,,,,,,,,,,,,,0,,0.18742361664772034,0.28346922993659973,0.0,-22.92739486694336,29.30329704284668,0.0,left_1,,0.3873361051082611,0.03147739917039871,-0.4751791763305664,0.6073221969604492,0.397177517414093,0.4699999988079071,-0.4751791763305664,0.6073221969604492,18,1,1,True,0.009608,False,False
pass_diag_2026-09-18,0,42,23,policy,8,,,,,,,,,,,,,,,0,,0.17899486422538757,0.2935497462749481,0.0,-24.401247024536133,29.18317413330078,0.0,left_1,,0.37890735268592834,0.04155794158577919,-0.5057253265380859,0.6048326110839843,0.38874873518943787,0.4699999988079071,-0.5057253265380859,0.6048326110839843,18,1,1,True,0.000561,False,False
pass_diag_2026-09-18,0,42,24,policy,8,,,,,,,,,,,,,,,0,,0.17018426954746246,0.30359917879104614,0.0,-25.506635665893555,29.093080520629883,0.0,left_1,,0.37009674310684204,0.05160736292600632,-0.5286349487304688,0.6029653930664063,0.37993815541267395,0.4699999988079071,-0.5286349487304688,0.6029653930664063,18,1,1,True,-0.003531,False,False
pass_diag_2026-09-18,0,42,25,policy,8,,,,,,,,,,,,,,,0,,0.16108731925487518,0.3136252760887146,0.0,-26.335678100585938,29.025510787963867,0.0,left_1,,0.36099979281425476,0.06163344904780388,-0.5458171463012695,0.6015650177001953,0.37084120512008667,0.4699999988079071,-0.5458171463012695,0.6015650177001953,18,1,1,True,-0.006005,False,False
pass_diag_2026-09-18,0,42,26,policy,8,,,,,,,,,,,,,,,0,,0.15177559852600098,0.3236338496208191,0.0,-26.957460403442383,28.974834442138672,0.0,left_1,,0.35168808698654175,0.07164202630519867,-0.5587038421630859,0.6005147171020507,0.36152946949005127,0.4699999988079071,-0.5587038421630859,0.6005147171020507,18,1,1,True,-0.007707,False,False
