action_family,n,advantage_mean,advantage_std,old_logprob_mean,ratio_mean,clip_fraction,logit_grad_norm_mean
TACKLE,3,0.15220417579015097,0.01593893366670835,-2.7554262479146323,0.9617626812899558,0.0,0.0014589634956791997
PASS,6,0.13191569782793522,0.09757709716946177,-2.7463868459065757,1.0216229435242106,0.0,0.00048741415957920253
SHOT,3,0.4529084265232086,0.13723717903320717,-3.324403444925944,0.9973858366899134,0.0,0.0044858925975859165
MOVE,6059,0.025411159042956454,0.25178460294617305,-2.193166612654083,0.9905808708064225,0.0006601749463607857,0.02625342866676065
IDLE,1229,0.043553188100473865,0.22552938228119834,-1.6713791976040995,1.0412831493978072,0.011391375101708706,0.027559584006667137
OTHER,71,0.13418913931703905,0.11299234992597337,-2.3505210708564435,0.986918560562504,0.0,0.0006647194511483384
