action_family,n,probe_A_shared_mean,train_A_per_agent_mean,train_A_normalized_mean
TACKLE,4,0.2426230013370514,0.293214526027441,1.4540674984455109
PASS,1,0.015450326725840569,0.010847648605704308,0.020892735570669174
MOVE,2530,-0.0014169464848582216,-0.002717645116897646,-0.04795895512356136
IDLE,499,0.03970386866080707,0.04502565631613076,0.19436583359224652
OTHER,26,0.13017372808490807,0.14699909886201987,0.7119398827736194
